@relation 'sat-problems-weka.filters.unsupervised.attribute.Remove-R2,11,18,20,22,65,78-79,118-120,123-124-weka.filters.unsupervised.attribute.Remove-R74-75-weka.filters.unsupervised.attribute.Remove-R85'

@attribute domain {petri-net-alignment,termes,spider,grounded-strips-spider,snake,settlers,grounded-strips-settlers,organic-synthesis,nurikabe,organic-synthesis-split,grounded-strips-nurikabe,flashfill,grounded-strips-flashfill,data-network,caldera,grounded-strips-caldera,caldera-split,grounded-strips-caldera-split,agricola,'?'}
@attribute requirements numeric
@attribute types numeric
@attribute objects numeric
@attribute predicates numeric
@attribute functions numeric
@attribute init numeric
@attribute goal numeric
@attribute actions numeric
@attribute use_min_cost_metric numeric
@attribute generated_rules numeric
@attribute relevant_atoms numeric
@attribute auxiliary_atoms numeric
@attribute final_queue_length numeric
@attribute total_queue_pushes numeric
@attribute effect_conditions_simplified numeric
@attribute translator_variables numeric
@attribute translator_facts numeric
@attribute translator_mutex_groups numeric
@attribute translator_total_mutex_groups_size numeric
@attribute translator_operators numeric
@attribute translator_task_size numeric
@attribute numberVariablesCG numeric
@attribute highLevelVariablesCG numeric
@attribute totalEdgesCG numeric
@attribute totalWeightCG numeric
@attribute veRatio numeric
@attribute weRatio numeric
@attribute wvRatio numeric
@attribute hvRatio numeric
@attribute inputEdgeCGMax numeric
@attribute inputEdgeCGAvg numeric
@attribute inputEdgeCGStd numeric
@attribute outputEdgeCGMax numeric
@attribute outputEdgeCGAvg numeric
@attribute outputEdgeCGStd numeric
@attribute inputWeightCGMax numeric
@attribute inputWeightCGAvg numeric
@attribute inputWeightCGStd numeric
@attribute outputWeightCGMax numeric
@attribute outputWeightCGAvg numeric
@attribute outputWeightCGStd numeric
@attribute inputEdgeHVMax numeric
@attribute inputEdgeHVAvg numeric
@attribute inputEdgeHVStd numeric
@attribute outputEdgeHVMax numeric
@attribute outputEdgeHVAvg numeric
@attribute outputEdgeHVStd numeric
@attribute inputWeightHVMax numeric
@attribute inputWeightHVAvg numeric
@attribute inputWeightHVStd numeric
@attribute outputWeightHVMax numeric
@attribute outputWeightHVAvg numeric
@attribute outputWeightHVStd numeric
@attribute numberVariablesDTG numeric
@attribute totalEdgesDTG numeric
@attribute totalWeigthDTG numeric
@attribute edVaRatioDTG numeric
@attribute weEdRatioDTG numeric
@attribute inputEdgeDTGMax numeric
@attribute inputEdgeDTGAvg numeric
@attribute inputEdgeDTGStd numeric
@attribute outputEdgeDTGMax numeric
@attribute outputEdgeDTGAvg numeric
@attribute outputEdgeDTGStd numeric
@attribute inputWeightDTGMax numeric
@attribute inputWeightDTGAvg numeric
@attribute inputWeightDTGStd numeric
@attribute outputWeightDTGMax numeric
@attribute outputWeightDTGAvg numeric
@attribute outputWeightDTGStd numeric
@attribute num_relevant_facts numeric
@attribute num_actions numeric
@attribute h_ff_ratio numeric
@attribute rp_fact_balance_min numeric
@attribute rp_fact_balance_avg numeric
@attribute rp_fact_balance_var numeric
@attribute rp_goal_balance_min numeric
@attribute rp_goal_balance_avg numeric
@attribute rp_goal_balance_var numeric
@attribute balance_Ratio numeric
@attribute Unbalance_Ratio numeric
@attribute Balance_Distorsion numeric
@attribute Additive numeric
@attribute Causal_graph numeric
@attribute Context-enhanced_additive numeric
@attribute FF numeric
@attribute Goal_count numeric
@attribute Landmark_count numeric
@attribute Landmark-cut numeric
@attribute Max numeric
@attribute n_landmarks numeric
@attribute numberEdges numeric
@attribute edVaratioLand numeric
@attribute numberFatherNodes numeric
@attribute numberChildrenNodes numeric
@attribute nodosbetween numeric
@attribute avginput numeric
@attribute maxinput numeric
@attribute stdinput numeric
@attribute avgoutput numeric
@attribute maxoutput numeric
@attribute stdoutput numeric
@attribute blackVariables numeric
@attribute blackRootVariables numeric
@attribute redBlackVariables numeric
@attribute Maximaleffectsblack numeric
@attribute Hred-black numeric

@data
grounded-strips-caldera-split,2,1,0,573,1,76,5,2825,1,13367,2825,0,2825,9378,5459,443,886,0,0,2325,28518,361,5,8665,72669,0.041662,8.3865,201.299,0.01385,345,21.0499,29.2378,144,21.0499,19.1883,10420,201.299,644.212,4438,185.657,456.214,345,1.33518,18.9045,4438,14.626,236.951,10420,33.0665,552.621,4438,14.626,236.951,722,9288,62486,0.148641,0.077735,561,12.8643,0.551101,561,12.8643,0.551101,2363,51.8213,8.6864,2363,51.8213,0.551101,412,1797,1.764706,-15,0.157767,1.776837,0,3.75,6.495191,0.267965,0.531293,1333,683373,87,683373,45,3,20,21,17,68,531,7.80882,23,6,39,7.80882,30,8.18535,7.80882,37,11.1803,?,?,?,?,47
data-network,5,5,49,10,4,227,3,5,1,61,1957,4838,6795,9497,309,68,165,3,35,1565,9649,68,3,315,6323,0.215873,20.073,92.9853,0.044118,12,4.63235,2.79129,46,4.63235,7.63873,906,92.9853,127.557,1853,92.9853,246.87,2,0.088235,0.410713,1,0.044118,0.205356,14,0.529412,2.48803,1,0.044118,0.205356,165,2893,8708,0.332223,0.057034,614,12.4289,0.059742,610,12.4289,0.059742,1927,27.4337,0.119484,1916,27.4337,0.059742,136,1572,3.166667,-10,0.022059,1.178651,1,1,0,7.947201,6.606235,101,24,6,24,16,3,6,11,6,20,46,2.3,12,3,5,2.3,6,1.41421,2.3,11,3.31662,7,0,68,1,16
snake,2,1,43,9,0,188,40,3,0,32,25632,1476,27108,131461,44431,227,568,3,120,25024,294103,227,40,44957,610007,0.005049,13.5687,2687.26,0.176211,226,198.048,17.3589,226,198.048,60.4026,123834,2687.26,10540.7,94242,2687.26,8128.92,222,38.9648,84.2487,944,143.881,319.627,4096,608.767,1346.22,944,143.881,319.627,568,148858,758865,0.196159,0.003816,13744,223.258,2.61016,13744,223.258,2.61016,78872,1111.63,12.8525,78872,1111.63,2.61016,426,25024,1.875,-10,0.014085,1.192618,-5,0,0.866025,9.535047,14.142263,381,30,30,30,15,5,9,8,8,58,34,0.586207,18,40,0,0.586207,5,1,0.586207,7,1.73205,?,?,?,?,14
snake,2,1,26,9,0,97,11,3,0,32,6964,693,7657,34283,12683,119,289,3,57,6652,75986,119,11,12743,148095,0.009338,11.6217,1244.5,0.092437,118,107.084,5.37748,118,107.084,31.111,32718,1244.5,4071.96,22836,1244.5,2845.96,114,10.4874,32.8615,200,12.3782,43.6065,2028,153.387,489.787,200,12.3782,43.6065,289,39370,187465,0.210013,0.007341,3334,114.319,2.31794,3334,114.319,2.31794,16590,537.945,9.63535,16590,537.945,2.31794,209,6652,1.2,-5,0.023923,0.809277,-5,0,1.651446,2.098917,1.286981,45,17,17,17,7,5,7,5,5,28,37,1.32143,17,11,0,1.32143,5,1.41421,1.32143,8,2.64575,?,?,?,?,8
termes,2,3,18,7,0,53,13,7,0,52,1066,3267,4333,5316,156,13,80,12,78,748,4475,13,12,73,2614,0.178082,35.8082,201.077,0.923077,12,5.61538,2.61765,12,5.61538,2.61765,574,201.077,120.913,908,201.077,290.868,11,4.69231,2.29999,854,131.231,210.699,286,156.923,71.294,854,131.231,210.699,80,1028,3630,0.283196,0.077821,64,9.15385,3.84023,64,9.15385,3.84023,192,27.0513,11.7767,192,27.0513,3.84023,80,748,5.571429,-31,0,4.939636,-1,2.5,8.636165,11.872994,18.100267,391,254,24,144,45,4,24,18,7,37,90,2.43243,8,11,18,2.43243,21,3.4641,2.43243,12,2.82843,1,0,13,0,44
snake,2,1,26,9,0,101,15,3,0,32,7252,737,7989,35963,12948,123,301,3,61,6928,79960,123,15,13367,159152,0.009202,11.9063,1293.92,0.121951,122,108.675,5.67765,122,108.675,33.7493,34052,1293.92,4094.81,24624,1293.92,2974.33,118,14.3089,38.3953,296,26.6667,77.0979,2108,205.659,564.645,296,26.6667,77.0979,301,40980,200132,0.204765,0.007345,3518,115.144,2.95132,3518,115.144,2.95132,18459,549.34,13.3704,18459,549.34,2.95132,221,6928,1.625,-8,0.022624,1.462792,-5,0,1.414214,8.643188,10.118793,276,23,23,23,13,5,7,8,8,33,53,1.60606,15,14,4,1.60606,6,1.73205,1.60606,13,3.4641,?,?,?,?,13
grounded-strips-settlers,2,1,0,964,1,335,3,6476,1,19563,7440,0,7440,19898,9771,881,1820,80,220,6476,48385,818,3,18424,107442,0.044399,5.83163,131.347,0.003667,200,21.8496,35.0816,262,21.8496,36.8077,3232,131.347,470.216,3721,130.242,550.124,200,0.260391,6.99751,3646,4.46577,127.401,356,0.459658,12.4521,3646,4.46577,127.401,1690,22388,128818,0.173796,0.075487,250,13.2366,0.558743,248,13.1355,0.523822,801,43.3999,2.96832,797,43.1977,0.523822,?,?,?,?,?,?,?,?,?,?,?,?,42,6,110,21,2,7,16,9,22,37,1.68182,14,2,6,1.68182,6,1.41421,1.68182,11,2.82843,?,?,?,?,26
grounded-strips-nurikabe,2,1,0,1978,1,258,6,17824,1,48463,17473,0,17473,44244,16934,1622,3273,2582,6263,14370,108187,1553,6,38590,139311,0.040244,3.61003,89.7044,0.003863,1376,22.2041,76.9359,1419,22.2041,79.196,7250,89.7044,444.222,13632,83.8371,661.661,1376,0.887959,34.9055,13632,8.7888,345.807,7250,4.6716,183.913,13632,8.7888,345.807,3135,39595,169760,0.233241,0.079177,2528,12.2927,0.01268,2278,11.9997,0.01268,8654,52.9233,0.063398,8154,52.3373,0.01268,563,1607,2.615385,-4,0,0.607823,0,0,0,4.116994,0.566638,66,?,?,?,?,?,?,?,?,49,142,2.89796,20,5,24,2.89796,21,3.60555,2.89796,13,3.31662,?,?,?,?,?
spider,4,6,37,22,1,295,35,16,1,129,24230,23379,47609,152815,31660,496,1481,64,1062,22062,311881,494,35,40666,920993,0.012148,22.6477,1864.36,0.07085,493,82.17,86.42,399,82.17,67.9744,113481,1864.36,9045.83,100320,1863.63,6119.24,385,13.1093,60.503,9810,314.223,1456.01,7632,227.494,1133.51,9810,314.223,1456.01,1477,134895,1277608,0.105584,0.010949,6437,103.051,34.9116,6437,102.586,34.9071,40491,846.369,263.613,40491,843.11,34.9071,1029,22740,7.866667,-38,0.06414,2.39366,1,1.571429,0.871312,51.637074,64.608276,3714,2407,218,2223,115,35,131,40,15,311,2170,6.97749,160,28,123,6.97749,151,18.7617,6.97749,47,9.16515,?,?,?,?,115
organic-synthesis-split,3,34,33,194,1,64,65,184,1,985,4619,6913,11532,16256,7928,314,628,0,0,3816,28192,241,7,5523,27606,0.043636,4.99837,114.548,0.029046,49,21.8133,12.9311,78,21.8133,14.752,1386,114.548,172.176,2310,112.502,280.895,29,0.414938,2.99135,209,1.44813,14.0059,130,1.17427,9.65519,209,1.44813,14.0059,482,11224,36820,0.304834,0.042944,540,23.2863,0.032074,540,23.2863,0.032074,1559,69,0.032074,1559,69,0.032074,314,3816,2,-2,0.05414,0.329445,-2,0.571429,1.049781,5.174528,0.110849,39,306,68,306,41,6,7,11,10,16,30,1.875,9,4,3,1.875,7,1.73205,1.875,6,2.23607,?,?,?,?,40
organic-synthesis-split,3,34,24,1237,1,44,25,1252,1,6310,14237,43884,58121,76294,18876,953,1906,0,0,12040,85366,818,25,24308,83195,0.033652,3.42254,101.705,0.030562,206,28.0599,28.0776,242,28.0599,21.2371,1906,101.705,139.454,1900,97.4144,234.909,206,1.67359,12.4599,1206,2.04279,42.2844,1906,4.98533,69.9835,1206,2.04279,42.2844,1636,32280,109238,0.295502,0.050682,516,19.7311,0.226989,516,19.7311,0.226989,1812,69.794,0.73335,1812,69.794,0.226989,?,?,?,?,?,?,?,?,?,?,?,?,1242,28,1242,33,4,24,18,17,68,239,3.51471,25,24,19,3.51471,18,5.19615,3.51471,24,6.40312,?,?,?,?,32
nurikabe,2,4,82,13,0,307,10,4,0,39,7337,2111,9448,108211,8559,410,908,12,112,5931,112886,410,10,6568,265820,0.062424,40.472,648.341,0.02439,405,16.0195,39.2393,135,16.0195,18.6045,51812,648.341,3521.95,23128,648.341,1372.79,0,0,0,2,0.048781,0.308515,0,0,0,2,0.048781,0.308515,900,51849,317669,0.163217,0.017358,5858,-9000,0.024633,5867,-9000,0.024633,37608,-9000,0.172431,37626,-9000,0.024633,1638,5931,4.25,-9,0,0.603207,0,0,0,6.037395,3.505682,245,?,?,?,?,?,?,?,?,95,271,2.85263,38,10,47,2.85263,40,4.47214,2.85263,14,3.16228,?,?,?,?,?
grounded-strips-settlers,2,1,0,2058,1,772,7,19316,1,58057,21374,0,21374,58829,29909,2008,4044,130,275,19316,142531,1933,7,54292,451746,0.035604,8.32067,233.702,0.003621,394,27.6436,53.2821,516,27.6436,57.4729,9643,233.702,1148.46,10597,232.931,1271.52,394,0.229177,8.97261,10485,5.43456,238.418,862,0.478013,19.6104,10485,5.43456,238.418,3884,67841,517707,0.131041,0.057252,489,17.493,0.39783,487,17.4687,0.375097,1548,54.112,2.62568,1544,54.0634,0.375097,?,?,?,?,?,?,?,?,?,?,?,?,107,18,107,48,6,18,43,9,52,80,1.53846,35,6,11,1.53846,14,2,1.53846,10,2.64575,?,?,?,?,49
grounded-strips-caldera-split,2,1,0,620,1,44,6,3586,1,17804,3816,0,3816,14469,7784,575,1150,0,0,3220,41606,477,6,11431,106398,0.041729,9.30785,223.057,0.012579,467,20.7652,34.9559,225,20.7652,22.4691,16064,223.057,864.779,6293,201.457,555.965,467,1.29769,21.8954,6293,15.826,292.972,16064,39.0629,742.997,6293,15.826,292.972,954,13584,85959,0.158029,0.07023,766,14.239,0.708208,766,14.239,0.708208,3248,57.1688,13.89,3248,57.1688,0.708208,429,2451,1.941176,-15,0.156177,1.797782,0,3,6,0.326998,0.673002,1106,911156,130,911156,55,4,23,22,17,54,279,5.16667,17,4,33,5.16667,26,6,5.16667,28,7.14143,?,?,?,?,63
organic-synthesis-split,3,34,57,1237,1,110,43,1252,1,6310,230260,403155,633415,976254,338891,4877,9754,0,0,217352,1525105,4771,31,401261,1585102,0.01189,3.9503,332.237,0.006498,889,81.896,108.677,2162,81.896,124.497,37284,332.237,773.194,23296,322.805,957.863,889,0.571159,14.0531,23296,5.28044,337.267,37284,8.4542,539.818,23296,5.28044,337.267,9542,605010,2082599,0.290507,0.015772,3391,63.4049,2.97451,3391,63.4049,2.97451,15917,215.694,28.9563,15917,215.694,2.97451,?,?,?,?,?,?,?,?,?,?,?,?,370,30,370,49,2,2,20,20,53,81,1.5283,3,30,20,1.5283,5,1.73205,1.5283,22,4.12311,?,?,?,?,49
grounded-strips-nurikabe,2,1,0,1042,1,173,6,6109,1,16839,5858,0,5858,14593,6029,706,1430,1124,2723,3945,32871,661,6,12376,40413,0.05341,3.26543,61.1392,0.009077,585,16.5855,48.1248,605,16.5855,43.4465,3596,61.1392,244.477,4858,56.7428,288.309,585,0.8941,22.7369,4858,7.38124,188.81,3083,4.67625,119.824,4858,7.38124,188.81,1340,11730,49176,0.238531,0.114237,938,8.57035,0.019418,866,8.51589,0.019418,2874,39.0441,0.097092,2874,38.9352,0.019418,379,785,3.25,-3,0,0.689155,0,0,0,1.649666,1.499696,33,?,?,?,?,?,?,?,?,45,112,2.48889,20,5,20,2.48889,20,3,2.48889,11,2.82843,?,?,?,?,?
data-network,5,5,50,10,4,213,2,5,1,61,1912,4579,6491,9199,272,59,147,3,35,1545,9688,59,2,290,6608,0.203448,22.7862,112,0.033898,11,4.91525,2.99315,39,4.91525,6.94357,869,112,136.356,1871,112,270.953,2,0.067797,0.361935,1,0.033898,0.180967,14,0.474576,2.53354,1,0.033898,0.180967,147,2868,8956,0.320232,0.051255,457,14.2112,0.063991,427,14.2112,0.063991,1478,31.9508,0.127982,1366,31.9508,0.063991,121,1549,2,-6,0.016529,0.833032,1,1,0,5.120723,3.108457,46,16,4,16,13,2,4,8,6,11,20,1.81818,7,2,2,1.81818,4,1,1.81818,6,2.23607,4,0,59,1,13
grounded-strips-spider,2,1,0,430,1,64,21,4162,1,24403,4592,0,4592,24466,10217,399,816,86,230,4132,68950,399,21,20352,260357,0.019605,12.7927,652.524,0.052632,398,51.0075,60.2158,364,51.0075,44.9229,29218,652.524,2730.36,23916,652.524,2049.48,236,4.10526,25.9008,3292,30.7393,286.858,3049,59.4912,377.336,3292,30.7393,286.858,811,29372,289837,0.10134,0.027611,1808,36.6978,5.49309,1808,36.2078,5.51805,15548,320.958,45.4678,15548,317.529,5.51805,429,4162,4.076923,-15,0.095571,1.729412,-1,1.047619,0.575383,27.510092,17.050217,1071,2104,183,1885,57,21,76,34,13,183,1804,9.85792,95,10,78,9.85792,82,14.4568,9.85792,59,14.1421,?,?,?,?,57
grounded-strips-nurikabe,2,1,0,826,1,114,3,8146,1,22135,8536,0,8536,21400,7486,751,1527,1199,3251,7722,56102,725,3,18403,71550,0.039396,3.88795,98.6897,0.004138,612,23.0359,54.5183,642,23.0359,53.8729,3800,98.6897,340.868,6200,92.5324,500.987,612,0.844138,22.7134,6200,8.56,230.103,3250,4.48276,120.619,6200,8.56,230.103,1475,20011,87064,0.229842,0.07371,1173,13.2488,0.018544,1067,12.9109,0.018544,4343,58.5928,0.037088,4131,57.9169,0.018544,256,698,1.666667,-2,0,0.522913,0,0,0,5.385457,1.954347,34,?,?,?,?,?,?,?,?,23,62,2.69565,9,2,12,2.69565,8,1.73205,2.69565,12,3,?,?,?,?,?
grounded-strips-spider,2,1,0,317,1,48,17,2888,1,17144,3205,0,3205,17191,7095,295,598,48,116,2858,48196,295,17,13926,183911,0.021183,13.2063,623.427,0.057627,294,47.2068,51.9145,262,47.2068,35.7641,20474,623.427,2242.72,17079,623.427,1701.83,167,3.97966,22.7943,2268,27.8305,229.146,3878,59.2915,380.055,2268,27.8305,229.146,594,20556,204467,0.100535,0.028897,1285,34.804,3.80063,1285,34.309,3.82964,10549,302.702,31.4495,10549,299.238,3.82964,316,2888,3.5,-10,0.117089,1.497538,-1,1.058824,0.638987,25.73061,13.98615,664,1019,132,970,43,17,58,27,12,141,1117,7.92199,71,11,59,7.92199,64,12.4499,7.92199,42,10.9087,?,?,?,?,44
organic-synthesis-split,3,34,35,1237,1,62,51,1252,1,6310,72473,133874,206347,309965,106288,2091,4182,0,0,66478,468340,1909,39,121197,480643,0.015751,3.9658,251.777,0.02043,512,62.428,70.6866,724,62.428,57.6641,9471,251.777,388.936,6597,247.842,511.958,379,1.25511,12.5328,6597,4.59665,151.223,9471,6.60765,217.308,6597,4.59665,151.223,3818,186476,639687,0.291511,0.020475,1286,48.8413,1.63559,1286,48.8413,1.63559,4534,172.54,3.83164,4534,172.54,1.63559,?,?,?,?,?,?,?,?,?,?,?,?,1876,48,1876,170,10,10,37,27,50,25,0.5,11,38,1,0.5,11,1.41421,0.5,3,0,?,?,?,?,167
data-network,5,5,58,10,4,264,3,5,1,61,2197,5336,7533,10679,292,64,157,3,35,1777,11230,64,3,319,7810,0.200627,24.4828,122.031,0.046875,11,4.98438,3.08976,44,4.98438,7.40459,1007,122.031,155.263,2241,122.031,312.575,2,0.09375,0.422742,1,0.046875,0.211371,14,0.5625,2.56098,1,0.046875,0.211371,157,3300,10496,0.314405,0.047576,723,15.0527,0.061523,723,15.0527,0.061523,2366,33.9357,0.123047,2366,33.9357,0.061523,129,1782,2.333333,-9,0.023256,0.99973,1,1,0,7.250842,4.316498,75,20,6,20,13,3,6,10,6,17,27,1.58824,10,3,4,1.58824,6,1,1.58824,6,2,5,0,64,1,13
data-network,5,5,44,10,4,194,3,5,1,61,1668,4046,5714,8025,249,52,133,3,35,1329,8264,52,3,234,5516,0.222222,23.5726,106.077,0.057692,9,4.5,2.5,34,4.5,6.4286,747,106.077,128.735,1556,106.077,241.676,2,0.115385,0.466321,1,0.057692,0.233161,16,0.807692,3.28773,1,0.057692,0.233161,133,2258,6734,0.335313,0.058902,468,12.7039,0.068004,468,12.7039,0.068004,1439,28.6103,0.136008,1439,28.6103,0.068004,111,1334,3,-8,0.027027,1.15828,1,1,0,8.290854,4.553223,73,24,6,24,14,3,6,10,6,18,36,2,11,3,4,2,6,1.73205,2,9,2.64575,5,0,52,1,14
snake,2,1,37,9,0,149,23,3,0,32,16327,1117,17444,81853,29647,182,449,3,91,15844,183219,182,23,29448,367725,0.00618,12.4873,2020.47,0.126374,181,161.802,8.93532,181,161.802,48.7517,78290,2020.47,7744.11,56652,2020.47,5636,177,22.2692,58.5519,504,51.522,142.966,3228,336.896,903.365,504,51.522,142.966,449,94134,461859,0.203815,0.00477,8109,176.775,4.05447,8109,176.775,4.05447,43019,845.915,18.6874,43019,845.915,4.05447,329,15844,3.4,-12,0.018237,1.592049,-5,0,1.142081,14.752083,18.183035,293,19,19,19,17,5,9,5,5,41,34,0.829268,18,23,0,0.829268,5,1,0.829268,7,2,?,?,?,?,16
caldera,4,19,108,31,0,78,4,8,0,285,10666,3614,14280,91116,0,283,566,0,0,7946,199913,212,4,17107,840646,0.012393,49.1405,3965.31,0.018868,210,72.2689,56.9072,135,72.2689,35.771,31814,3965.31,5993.25,10940,3565.21,4026.31,161,3.03774,21.9054,2205,41.6038,300.009,1649,31.1132,224.361,2205,41.6038,300.009,424,21141,338044,0.062539,0.020056,500,49.8608,0.170891,500,49.8608,0.170891,6332,579.455,0.341782,6332,579.455,0.170891,299,7946,3.8,-4,0.45485,1.139354,1,1,0,0.542034,0.083061,15,?,?,?,?,?,?,?,?,47,121,2.57447,23,4,20,2.57447,22,3.74166,2.57447,16,4.47214,?,?,?,?,?
termes,2,3,16,7,0,51,13,7,0,52,694,2281,2975,3574,97,13,58,12,56,494,2963,13,12,75,1706,0.173333,22.7467,131.231,0.923077,12,5.76923,2.54661,12,5.76923,2.54661,370,131.231,76.3818,608,131.231,191.634,11,4.84615,2.28191,550,84.4615,135.556,184,102.769,44.3104,550,84.4615,135.556,58,674,2372,0.284148,0.086053,40,7.4359,1.28008,40,7.4359,1.28008,120,22.2564,3.84023,120,22.2564,1.28008,58,494,4.833333,-21,0,3.952302,-1,1.833333,5.842849,10.912955,12.386641,195,121,28,88,31,5,23,17,6,36,75,2.08333,10,11,15,2.08333,19,3.16228,2.08333,9,2.44949,1,0,13,0,34
grounded-strips-settlers,2,1,0,1935,1,720,5,17626,1,53033,19561,0,19561,53753,27300,1887,3802,123,261,17626,130290,1811,5,49927,399839,0.036273,8.00847,220.784,0.002761,375,27.0955,51.3517,499,27.0955,55.7406,8798,220.784,1059.55,9701,219.977,1177.91,375,0.226946,8.82087,9588,5.30204,225.242,789,0.460519,18.5432,9588,5.30204,225.242,3640,61937,460016,0.134641,0.058769,462,16.9544,0.352283,459,16.884,0.317055,1451,52.0892,2.40727,1445,51.9484,0.317055,?,?,?,?,?,?,?,?,?,?,?,?,101,12,101,51,4,12,36,12,36,73,2.02778,21,4,11,2.02778,12,2.44949,2.02778,12,3.31662,?,?,?,?,49
grounded-strips-caldera-split,2,1,0,834,1,114,6,6641,1,29550,6272,0,6272,19104,12556,638,1276,0,0,5543,63736,531,6,14932,171493,0.035561,11.4849,322.962,0.011299,502,24.9868,36.5706,244,24.9868,26.3137,21263,322.962,1092.46,11567,308.723,990.346,502,1.29002,22.5461,10029,22.2806,441.447,21263,44.6968,927.286,10029,22.2806,441.447,1062,19148,143292,0.133629,0.055463,1285,18.0301,0.671376,1285,18.0301,0.671376,5268,72.2326,15.0735,5268,72.2326,0.671376,554,3891,2.117647,-17,0.074007,1.625588,0,3.4,6.8,0.06308,0.364049,1808,911168,127,911168,57,4,35,23,17,74,409,5.52703,25,4,45,5.52703,38,7.61577,5.52703,34,8,?,?,?,?,52
grounded-strips-caldera-split,2,1,0,219,1,24,3,341,1,1948,486,0,486,1473,502,180,365,1,7,287,3816,140,3,2291,8238,0.061109,3.59581,58.8429,0.021429,132,13.95,18.052,60,13.95,8.34123,1360,58.8429,154.28,547,50.0357,58.1656,132,1.87143,15.037,547,4.90714,47.1355,1360,17.4786,145.21,547,4.90714,47.1355,285,1222,7436,0.164336,0.233224,93,4.07602,2.6958,93,4.07602,2.6958,399,16.2092,11.5661,399,16.2092,2.6958,182,207,1.294118,-6,0.395604,1.731284,0,4,4,0.686275,0.654902,574,227789,48,226222,33,1,15,19,17,59,490,8.30508,19,1,39,8.30508,23,6.55744,8.30508,42,12.1244,?,?,?,?,33
organic-synthesis-split,3,34,47,1237,1,88,47,1252,1,6310,132718,287778,420496,621756,199024,3172,6344,0,0,124637,882038,2973,47,224429,918486,0.013247,4.09255,308.942,0.015809,788,73.3707,93.1442,1534,73.3707,105.885,26281,308.942,687.5,15750,301.524,864.301,685,1.2553,15.8217,15750,6.36932,288.97,26281,10.7343,482.284,15750,6.36932,288.97,5946,350426,1204650,0.290894,0.016968,2424,58.9347,1.98924,2424,58.9347,1.98924,9195,226.495,6.53606,9195,226.495,1.98924,?,?,?,?,?,?,?,?,?,?,?,?,346,24,346,63,6,7,32,26,54,14,0.259259,8,46,0,0.259259,6,0,0.259259,3,0,?,?,?,?,66
grounded-strips-settlers,2,1,0,1040,1,371,3,7116,1,21483,8156,0,8156,21854,10731,957,1972,80,220,7116,53093,894,3,20366,126822,0.043897,6.22714,141.859,0.003356,200,22.1644,36.7163,266,22.1644,37.6449,3552,141.859,517.26,4041,140.848,596.735,200,0.238255,6.69387,3966,4.44407,132.569,356,0.420582,11.9118,3966,4.44407,132.569,1842,24628,150438,0.163709,0.074793,257,13.3507,0.534521,255,13.2537,0.501114,807,42.7351,2.83965,803,42.5411,0.501114,?,?,?,?,?,?,?,?,?,?,?,?,28,5,68,20,2,5,17,9,18,29,1.61111,11,2,5,1.61111,4,1,1.61111,12,3,?,?,?,?,20
data-network,5,5,39,10,4,156,2,5,1,61,1311,3319,4630,6389,194,43,115,3,35,1021,6374,43,2,200,4247,0.215,21.235,98.7674,0.046512,11,4.65116,2.70988,28,4.65116,5.62752,578,98.7674,109.836,1224,98.7674,203.833,2,0.093023,0.421181,1,0.046512,0.21059,12,0.511628,2.32651,1,0.046512,0.21059,115,1833,5538,0.330986,0.062739,285,12.4606,0.074476,268,12.4606,0.074476,914,28.24,0.148952,852,28.24,0.074476,96,1023,1.833333,-5,0.020833,0.828894,1,1,0,5.454545,1.935484,37,16,4,16,11,2,4,8,6,15,38,2.53333,9,2,4,2.53333,5,1.41421,2.53333,10,3.60555,2,0,43,1,11
nurikabe,2,4,146,13,0,587,17,4,0,39,24428,4886,29314,584462,34986,1222,2611,19,205,20204,414444,1222,17,21296,991381,0.057382,46.5525,811.277,0.013912,1210,17.4272,64.5009,250,17.4272,26.7007,190462,811.277,7444.68,79672,811.277,2606.04,0,0,0,2,0.027823,0.234248,0,0,0,2,0.027823,0.234248,2589,190528,1181909,0.161204,0.013589,20073,-9000,0.014292,20089,-9000,0.014292,139425,-9000,0.100041,139457,-9000,0.014292,4804,20204,5.7,-11,0,0.459428,0,0,0,9.391314,4.960857,274,?,?,?,?,?,?,?,?,165,469,2.84242,64,17,84,2.84242,69,5.91608,2.84242,15,3.16228,?,?,?,?,?
data-network,5,5,46,10,4,263,2,5,1,61,2138,5069,7207,10286,280,73,182,4,44,1749,10924,73,2,395,7353,0.18481,18.6152,100.726,0.027397,13,5.41096,3.45553,45,5.41096,7.91537,847,100.726,123.212,1797,100.726,241.603,2,0.054795,0.326476,1,0.027397,0.163238,30,0.60274,3.82758,1,0.027397,0.163238,182,3283,10144,0.32364,0.055437,644,13.2429,0.057719,644,13.2429,0.057719,2041,30.4335,0.115438,2041,30.4335,0.057719,149,1752,2.8,-5,0.013423,0.794161,1,1,0,6.316781,5.733448,46,18,4,18,14,2,4,8,5,13,19,1.46154,8,2,3,1.46154,3,0,1.46154,7,2,3,0,73,1,14
