domain, requirements, types, objects, predicates, functions, init, goal, actions, use_min_cost_metric, generated_rules, relevant_atoms, auxiliary_atoms, final_queue_length, total_queue_pushes, effect_conditions_simplified, translator_variables, translator_facts, translator_mutex_groups, translator_total_mutex_groups_size, translator_operators, translator_task_size, numberVariablesCG, highLevelVariablesCG, totalEdgesCG, totalWeightCG, veRatio, weRatio, wvRatio, hvRatio, inputEdgeCGMax, inputEdgeCGAvg, inputEdgeCGStd, outputEdgeCGMax, outputEdgeCGAvg, outputEdgeCGStd, inputWeightCGMax, inputWeightCGAvg, inputWeightCGStd, outputWeightCGMax, outputWeightCGAvg, outputWeightCGStd, inputEdgeHVMax, inputEdgeHVAvg, inputEdgeHVStd, outputEdgeHVMax, outputEdgeHVAvg, outputEdgeHVStd, inputWeightHVMax, inputWeightHVAvg, inputWeightHVStd, outputWeightHVMax, outputWeightHVAvg, outputWeightHVStd, numberVariablesDTG, totalEdgesDTG, totalWeigthDTG, edVaRatioDTG, weEdRatioDTG, inputEdgeDTGMax, inputEdgeDTGAvg, inputEdgeDTGStd, outputEdgeDTGMax, outputEdgeDTGAvg, outputEdgeDTGStd, inputWeightDTGMax, inputWeightDTGAvg, inputWeightDTGStd, outputWeightDTGMax, outputWeightDTGAvg, outputWeightDTGStd, num_relevant_facts, num_actions, h_max, h_ff, h_ff_ratio, rp_fact_balance_min, rp_fact_balance_avg, rp_fact_balance_var, rp_goal_balance_min, rp_goal_balance_avg, rp_goal_balance_var, balance_Ratio, Unbalance_Ratio, Balance_Distorsion, Additive, Causal_graph, Context-enhanced_additive, FF, Goal_count, Landmark_count, Landmark-cut, Max, n_landmarks, numberEdges, edVaratioLand, numberFatherNodes, numberChildrenNodes, nodosbetween, avginput, maxinput, stdinput, avgoutput, maxoutput, stdoutput, blackVariables, blackRootVariables, redBlackVariables, allpairsvaluesconnected, allvaluesconnectedgoal, blackstronglpyarents, Maximaleffectsblack, Hred-black
grounded-strips-caldera,2,1,0,450,1,45,3,3352,1,13261,2914,0,2914,11145,885,190,560,78,329,1660,27454,132,3,5934,107436,0.022245,18.1052,813.909,0.022727,131,34.6288,23.0054,73,34.6288,19.6559,8564,813.909,1111.32,2662,621.773,712.37,131,1.7803,12.9634,2662,39.6212,287.695,8564,78.5606,751.775,2662,39.6212,287.695,444,4278,43222,0.098977,0.103787,492,14.5529,2.20767,492,14.5529,2.20767,3042,52.7201,14.565,3042,52.7201,2.20767,230,2506,5,11,2.2,-3,0.269565,0.887809,0,1.5,1.5,0,0,36,1398,32,1398,13,2,8,8,5,30,65,2.16667,10,2,18,2.16667,17,3.16228,2.16667,18,3.60555,?,?,?,?,?,?,?,12
grounded-strips-caldera-split,2,1,0,969,1,32,8,4477,1,22528,5446,0,5446,22559,9006,968,1936,0,0,4477,57558,835,8,18033,137679,0.046304,7.63484,164.885,0.009581,833,18.6503,45.8213,486,18.6503,31.8088,21806,164.885,880.799,6547,142.766,471.286,833,1.21796,29.0788,6547,10.8096,241.587,21806,32.8228,776.61,6547,10.8096,241.587,1670,17201,96340,0.178545,0.097087,784,10.3,0.82956,784,10.3,0.82956,3941,56.0497,31.9726,3941,56.0497,0.82956,567,3301,17,36,2.117647,-15,0.111111,1.618892,0,2.285714,5.598834,1.354184,0.983482,1200,1366734,126,1366734,62,6,37,24,17,79,598,7.56962,27,6,46,7.56962,42,10.198,7.56962,34,9.74679,?,?,?,?,?,?,?,60
caldera,4,19,167,31,0,168,8,8,0,285,395610,23135,418745,3642947,0,706,1412,0,0,207802,5511147,538,8,99932,25263703,0.005384,252.809,46958.6,0.01487,536,170.963,144.735,351,170.963,91.0665,1092660,46958.6,93788.2,240624,41765.4,70036.6,399,5.93309,48.2918,26874,399.613,3252.62,15989,237.755,1935.18,26874,399.613,3252.62,1076,434829,7199631,0.060396,0.002475,5832,404.116,0.387296,5832,404.116,0.387296,82732,5010.46,0.796109,82732,5010.46,0.387296,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,68,234,3.44118,34,8,26,3.44118,32,6.40312,3.44118,14,5.09902,?,?,?,?,?,?,?,?
caldera,4,19,267,31,0,346,8,8,0,285,1519145,54697,1573842,14469899,0,835,1670,0,0,191962,5087670,580,8,112944,23083939,0.005135,204.384,39799.9,0.013793,578,173.205,143.098,351,173.205,94.305,973034,39799.9,73717,213750,35507.2,61609,411,5.54483,46.8911,26874,324.341,2826.4,15251,202.538,1713.05,26874,324.341,2826.4,1160,435762,7211409,0.060427,0.002662,5832,375.657,0.37306,5832,375.657,0.37306,82568,4472.64,0.766846,82568,4472.64,0.37306,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,374,4.15556,44,8,38,4.15556,44,8.66025,4.15556,22,5.83095,?,?,?,?,?,?,?,?
spider,4,6,60,22,1,431,58,16,1,129,117900,97077,214977,714092,165461,1130,3536,107,2691,112861,1570574,1128,58,168666,4828219,0.006688,28.6259,4280.34,0.051418,1127,149.44,168.164,970,149.44,166.359,610779,4280.34,31035.6,463552,4279.83,20225.5,937,20.2926,120.228,27552,605.957,3436.84,26998,537.546,3379.55,27552,605.957,3436.84,3532,773839,7326018,0.105629,0.004564,29074,247.146,80.2116,29074,246.671,80.2089,161451,2077.8,507.294,161451,2074.48,80.2089,2476,114795,30,201,6.7,-62,0.052908,2.456739,-1,1.344828,0.603202,39.908829,88.892235,25295,27719,395,26829,216,58,230,63,30,527,5714,10.8425,267,49,211,10.8425,259,29.8831,10.8425,78,17.2337,?,?,?,?,?,?,?,217
nurikabe,2,4,232,13,0,961,27,4,0,39,65247,9939,75186,2202278,98646,2868,6011,29,333,55531,1148223,2868,27,53011,2771256,0.054102,52.277,966.268,0.009414,2849,18.4836,94.192,404,18.4836,36.1347,532608,966.268,13524.5,220232,966.268,4539.56,0,0,0,2,0.018829,0.193138,0,0,0,2,0.018829,0.193138,5975,532717,3303973,0.161235,0.011216,55314,-9000,0.009333,55340,-9000,0.009333,387193,-9000,0.065332,387245,-9000,0.009333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,265,768,2.89811,101,27,137,2.89811,109,7.4162,2.89811,16,3.16228,?,?,?,?,?,?,?,?
data-network,5,5,104,10,4,755,11,5,1,61,11319,19654,30973,49811,1293,362,781,7,71,10357,64128,362,11,2649,43469,0.136655,16.4096,120.08,0.030387,26,7.31768,5.95435,208,7.31768,19.4593,3650,120.08,246.715,7683,120.08,499.778,2,0.060774,0.343298,1,0.030387,0.171649,16,0.342541,1.98163,1,0.030387,0.171649,781,19827,61496,0.322411,0.039391,2961,16.309,0.026207,2961,16.309,0.026207,9114,34.5787,0.052414,9114,34.5787,0.026207,608,10366,6,64,10.666667,-20,0.018092,1.206344,1,1,0,31.696411,28.862915,379,107,22,107,71,11,22,33,6,53,97,1.83019,29,11,13,1.83019,10,2,1.83019,10,2.23607,9,0,362,0,0,0,1,68
grounded-strips-settlers,2,1,0,2915,1,1146,6,31072,1,93449,33987,0,33987,94595,47711,2866,5761,138,291,31072,227683,2779,6,85288,915009,0.032584,10.7285,329.258,0.002159,474,30.3037,64.8348,618,30.3037,66.6674,15516,329.258,1790.12,16671,328.59,1932.87,474,0.191076,9.00525,16528,5.95394,313.471,1026,0.394386,19.4694,16528,5.95394,313.471,5577,109101,1021852,0.106768,0.051118,599,19.5565,0.303403,596,19.5225,0.274959,1893,60.2449,1.80145,1887,60.1769,0.274959,?,?,?,?,?,?,?,?,?,?,?,?,?,?,207,16,207,61,5,16,41,12,49,111,2.26531,29,5,15,2.26531,17,3.60555,2.26531,13,3.60555,?,?,?,?,?,?,?,61
snake,2,1,82,9,0,336,42,3,0,32,89631,2542,92173,450985,170006,414,1022,3,200,88530,1015666,414,42,156287,2015644,0.002649,12.8971,4868.71,0.101449,413,377.505,16.9997,413,377.505,103.177,440472,4868.71,29512.6,307926,4868.71,20710.4,409,41.4034,123.22,1016,90.8647,276.496,7640,678.022,2049.17,1016,90.8647,276.496,1022,529002,2544646,0.207888,0.001932,44367,430.687,5.36863,44367,430.687,5.36863,225279,2034.67,23.4112,225279,2034.67,5.36863,734,88530,6,16,2.666667,-11,0.006812,1.030175,-5,0,0.845154,4.664023,11.222874,440,18,18,18,16,5,9,6,6,60,34,0.566667,18,42,0,0.566667,5,1,0.566667,7,1.73205,?,?,?,?,?,?,?,16
data-network,5,5,90,10,4,399,15,5,1,61,6262,12541,18803,28414,1008,249,534,4,44,5505,33535,249,15,1391,21697,0.179008,15.5981,87.1365,0.060241,32,5.58635,4.90733,159,5.58635,15.8796,2717,87.1365,200.847,5472,87.1365,395.36,2,0.120482,0.475865,1,0.060241,0.237933,26,0.714859,3.02915,1,0.060241,0.237933,534,10659,31888,0.334264,0.050099,2122,12.6071,0.031559,2122,12.6071,0.031559,6804,26.6392,0.063118,6804,26.6392,0.031559,417,5516,6,68,11.333333,-24,0.035971,1.791574,1,1,0,30.246737,27.688543,378,131,30,131,71,15,30,42,6,74,185,2.5,41,15,18,2.5,26,4.58258,2.5,12,3.16228,11,0,249,0,0,0,1,71
caldera,4,19,376,31,0,546,7,8,0,285,1058834,48896,1107730,11022979,0,814,1628,0,0,132401,3501252,497,7,84971,16194271,0.005849,190.586,32584,0.014085,495,147.827,118.461,288,147.827,80.318,733567,32584,59499.9,177448,28779,50252.9,338,4.68813,39.2263,28152,320.982,2805.38,13657,180.119,1507.9,28152,320.982,2805.38,994,253827,4183180,0.060678,0.003916,3584,255.359,0.537191,3584,255.359,0.537191,48003,2811.74,1.23106,48003,2811.74,0.537191,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,77,253,3.28571,35,7,35,3.28571,40,6.16441,3.28571,24,5.65685,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,120,1,1704,7783605,0.070423,4567.84,64863.4,0.008333,85,13.7167,16.0381,59,13.7167,11.7546,1324190,64863.4,190541,1896870,50970.1,235097,14,0.116667,1.27268,12,0.1,1.09087,25,0.208333,2.27265,12,0.1,1.09087,337,511158,3209548,0.159262,0.000659,87358,1121.51,2512.4,88478,1120.38,2548.19,502792,5269.62,14597,510632,5266.09,2548.19,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1292,8,1356,34,1,35,32,32,72,651,9.04167,37,1,34,9.04167,34,10.4403,9.04167,42,11.5758,?,?,?,?,?,?,?,34
agricola,3,19,106,33,2,432,1,22,1,258,410900,2672,413572,1535338,444153,139,377,12,123,409913,4629329,134,1,2076,9026509,0.064547,4348.03,67362,0.007463,93,14.9851,17.0061,69,14.9851,12.6503,1539280,67362,208988,2167860,53142.4,256187,18,0.134328,1.54915,16,0.119403,1.37702,35,0.261194,3.01224,16,0.119403,1.37702,367,606478,3773486,0.160721,0.000605,90682,1200.85,0,91962,1199.47,0,526402,5381.38,0,535362,5377.23,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5356,8,6188,44,1,45,41,40,90,1050,11.6667,45,1,44,11.6667,44,13.7477,11.6667,52,14.7986,?,?,?,?,?,?,?,44
grounded-strips-flashfill,2,1,0,3465,1,142,2,35838,1,96121,39107,0,39107,95639,20724,3430,6867,1351,2711,32544,240138,3430,2,66037,675373,0.051941,10.2272,196.902,0.000583,3101,19.2528,101.183,2718,19.2528,81.1041,42592,196.902,1258.92,13188,196.902,797.986,3101,0.904082,52.9409,13188,3.85714,225.149,40906,11.9259,698.356,13188,3.85714,225.149,6867,51082,591407,0.086374,0.134431,3622,7.44412,0,3622,7.44412,0,19928,27.1256,0.076814,19928,27.1256,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,81,11,81,24,1,8,12,8,18,41,2.27778,11,1,6,2.27778,7,1.41421,2.27778,13,3.31662,?,?,?,?,?,?,?,21
termes,2,3,23,7,0,72,17,7,0,52,1744,5592,7336,9001,271,17,123,16,121,1322,7887,17,16,103,4658,0.165049,45.2233,274,0.941176,16,6.05882,3.5392,16,6.05882,3.5392,1022,274,207.882,1608,274,473.144,15,5.11765,2.82598,1526,179.412,338.607,510,213.882,105.381,1526,179.412,338.607,123,1826,6472,0.282138,0.06736,76,10.0578,2.16855,76,10.0578,2.16855,228,30.1292,6.50566,228,30.1292,2.16855,123,1322,8,40,5,-33,0,4.229206,-1,1.9375,8.050379,10.490923,19.086233,519,409,38,192,40,3,26,20,8,43,111,2.5814,8,15,20,2.5814,22,3.4641,2.5814,15,3.60555,1,0,17,0,0,0,0,51
snake,2,1,37,9,0,154,28,3,0,32,17178,1180,18358,86899,30466,187,464,3,96,16680,194653,187,28,30737,397762,0.006084,12.9408,2127.07,0.149733,186,164.369,11.2001,186,164.369,50.6305,82398,2127.07,7885.55,61440,2127.07,5935.02,182,27.1283,64.6463,640,80.3957,199.32,3328,422.508,1026.11,640,80.3957,199.32,464,99078,496840,0.199416,0.004683,8826,181.074,3.60044,8826,181.074,3.60044,48997,881.062,17.1294,48997,881.062,3.60044,344,16680,7,13,1.857143,-8,0.014535,1.184845,-5,0,1.035098,7.834892,13.207614,354,16,16,16,14,5,10,7,7,45,27,0.6,15,28,2,0.6,5,0,0.6,6,1.41421,?,?,?,?,?,?,?,14
caldera-split,2,19,267,56,1,348,9,21,1,359,42621,39115,81736,1213779,2160,842,1824,29,856,38187,484699,635,9,15923,965409,0.039879,60.6298,1520.33,0.014173,634,18.4362,54.4048,534,18.4362,38.0981,145219,1520.33,10973.3,207832,1462.57,14015.2,634,1.37638,25.3465,207832,327.42,8241.06,145219,229.51,5758.27,207832,327.42,8241.06,1410,179176,1074440,0.166762,0.007869,23356,32.777,102.363,20161,32.777,100.576,153104,206.551,635.359,121487,206.551,100.576,1614,42607,17,54,3.176471,-26,0.037794,1.379325,0,2.888889,8.171012,0.018802,0.184885,1856,?,?,?,?,?,?,?,?,81,465,5.74074,28,8,45,5.74074,42,8.60233,5.74074,28,8,?,?,?,?,?,?,?,?
nurikabe,2,4,63,13,0,232,7,4,0,39,4831,1482,6313,61846,6808,302,673,9,87,3763,78974,302,7,4285,186350,0.070478,43.4889,617.053,0.023179,297,14.1887,32.5659,102,14.1887,13.7841,35483,617.053,2827.29,14596,617.053,1048.67,0,0,0,2,0.046358,0.300942,0,0,0,2,0.046358,0.300942,665,35513,221863,0.160067,0.018726,3704,-9000,0.028677,3710,-9000,0.028677,23032,-9000,0.200735,23044,-9000,0.028677,980,3763,14,48,3.428571,-5,0,0.624336,0,0,0,2.685882,1.523515,142,?,?,?,?,?,?,?,?,70,202,2.88571,26,7,37,2.88571,27,3.60555,2.88571,14,3.16228,?,?,?,?,?,?,?,?
grounded-strips-caldera-split,2,1,0,573,1,76,5,2825,1,13367,2756,0,2756,9123,5334,439,878,0,0,2260,27458,358,5,8530,69530,0.04197,8.15123,194.218,0.013967,342,20.8799,29.0106,144,20.8799,18.7886,10105,194.218,627.185,4438,178.444,424.589,342,1.32961,18.7878,4438,14.7486,237.938,10105,32.4637,538.459,4438,14.7486,237.938,716,9098,60453,0.150497,0.078699,561,12.7067,0.553392,561,12.7067,0.553392,2348,50.9721,8.72251,2348,50.9721,0.553392,412,1797,17,29,1.705882,-12,0.162621,1.48136,0,3,5.196152,0.261011,0.443672,934,683367,84,683367,42,3,20,21,17,68,532,7.82353,23,6,39,7.82353,30,8.18535,7.82353,37,11.225,?,?,?,?,?,?,?,53
caldera-split,2,19,194,56,1,206,11,21,1,359,26242,17388,43630,568311,660,980,2080,29,798,23193,317006,753,11,15671,685124,0.048051,43.7192,909.859,0.014608,752,14.8699,55.3634,730,14.8699,43.05,107828,909.859,6896.56,117300,829.684,7459.81,752,1.23772,27.4549,108193,143.815,3940.15,107828,143.875,3926.84,108193,143.815,3940.15,1626,146027,930141,0.156994,0.011135,32323,31.3058,52.5353,32323,31.3058,52.5353,193500,187.662,316.596,193500,187.662,52.5353,1155,23193,17,52,3.058824,-21,-0.004329,1.329316,0,1.909091,6.037076,0.353255,0.405315,1983,?,?,?,?,?,?,?,?,93,671,7.21505,29,10,54,7.21505,52,11.4455,7.21505,31,9.27362,?,?,?,?,?,?,?,?
caldera-split,2,19,194,56,1,206,11,21,1,359,26242,17388,43630,568311,660,980,2080,29,798,23193,317006,753,11,15667,685124,0.048063,43.7304,909.859,0.014608,752,14.8659,55.3632,730,14.8659,42.8755,107828,909.859,6896.56,117300,829.684,7459.8,752,1.23772,27.4549,108193,143.815,3940.15,107828,143.875,3926.84,108193,143.815,3940.15,1626,146171,931260,0.15696,0.011124,32467,31.4014,52.5353,32467,31.4014,52.5353,194619,188.295,317.926,194619,188.295,52.5353,1155,23193,17,50,2.941176,-21,0.002597,1.271394,0,1.727273,5.462116,0.353333,0.362982,1851,?,?,?,?,?,?,?,?,91,558,6.13187,30,10,51,6.13187,50,10,6.13187,28,8.30662,?,?,?,?,?,?,?,?
grounded-strips-caldera-split,2,1,0,373,1,46,4,1138,1,6070,1214,0,1214,4252,1992,293,586,0,0,890,11333,234,4,4933,28427,0.047436,5.76262,121.483,0.017094,222,18.2949,22.8165,84,18.2949,13.2188,4399,121.483,339.361,1599,106.974,166.538,222,1.34615,15.1783,1599,8.54274,106.876,4399,22.4359,291.47,1599,8.54274,106.876,468,3943,25227,0.156301,0.118691,202,8.42521,5.30505,202,8.42521,5.30505,949,33.8291,24.5399,949,33.8291,5.30505,288,697,17,27,1.588235,-12,0.3125,2.116302,0,4.666667,5.906682,0.396249,0.647128,1071,455578,130,455578,51,2,17,20,17,55,431,7.83636,18,2,35,7.83636,25,7.07107,7.83636,36,10.6301,?,?,?,?,?,?,?,41
snake,2,1,82,9,0,324,30,3,0,32,86817,2404,89221,434245,167266,402,986,3,188,85752,973958,402,30,150140,1893440,0.002678,12.6112,4710.05,0.074627,401,373.483,13.8916,401,373.483,93.2212,426736,4710.05,29434.5,288360,4710.05,19919,397,29.5647,104.108,716,46.2537,168.411,7400,496.876,1771.84,716,46.2537,168.411,986,512488,2405928,0.213011,0.001924,42989,429.683,3.88061,42989,429.683,3.88061,213815,2005.59,15.5224,213815,2005.59,3.88061,698,85752,9,18,2,-13,0.007163,1.210605,-5,0,1,9.571508,22.322277,829,28,28,28,21,5,10,9,9,49,35,0.714286,19,30,0,0.714286,5,1,0.714286,7,1.73205,?,?,?,?,?,?,?,23
data-network,5,5,132,10,4,540,15,5,1,61,10146,19394,29540,45410,1632,398,832,4,44,9050,55127,398,15,2254,35834,0.176575,15.898,90.0352,0.037688,52,5.66332,5.797,251,5.66332,20.3874,4434,90.0352,258.103,8861,90.0352,512.849,2,0.075377,0.380883,1,0.037688,0.190442,32,0.552764,3.13129,1,0.037688,0.190442,832,17218,51660,0.333295,0.048322,3292,12.7589,0.025,3292,12.7589,0.025,10403,26.9004,0.05,10403,26.9004,0.025,?,?,?,?,?,?,?,?,?,?,?,?,?,?,129,30,129,93,15,30,38,6,80,196,2.45,44,15,21,2.45,27,4.12311,2.45,11,3.16228,22,0,398,0,0,0,1,92
snake,2,1,37,9,0,160,34,3,0,32,18306,1246,19552,93595,31558,193,482,3,102,17790,208987,193,34,32411,432576,0.005955,13.3466,2241.33,0.176166,192,167.933,14.5025,192,167.933,51.9412,87876,2241.33,8104.2,66930,2241.33,6251.94,188,32.9689,71.2959,784,117.13,261.992,3448,504.513,1117.74,784,117.13,261.992,482,105666,538242,0.196317,0.004562,9773,187.062,2.4705,9773,187.062,2.4705,56005,930.583,12.1377,56005,930.583,2.4705,362,17790,9,18,2,-13,0.016575,1.616473,-5,0,0.939336,9.76335,21.931253,756,30,30,30,18,5,9,9,9,52,34,0.653846,18,34,0,0.653846,5,1,0.653846,7,1.73205,?,?,?,?,?,?,?,20
spider,4,6,60,22,1,518,58,16,1,129,118299,99150,217449,710795,170942,1130,3541,107,2701,113079,1526545,1128,58,166121,4363947,0.00679,26.2697,3868.75,0.051418,1127,147.184,166.011,970,147.184,160.796,568385,3868.75,28493.8,450752,3868.24,18369.1,939,20.3147,119.866,27568,602.546,3402.87,25208,499.748,3122.62,27568,602.546,3402.87,3537,725277,6737464,0.107648,0.004877,28620,228.633,78.0193,28620,228.158,78.0167,168170,1790.17,540.86,168170,1786.85,78.0167,2481,115013,21,211,10.047619,-64,0.043128,2.442766,-2,1.568966,1.115905,56.589619,110.151978,16146,7016,348,6133,208,58,224,58,21,528,4038,7.64773,269,49,210,7.64773,259,25.0998,7.64773,63,10.8628,?,?,?,?,?,?,?,208
data-network,5,5,73,10,4,355,8,5,1,61,4450,9198,13648,20464,644,160,356,4,44,3864,23903,160,8,908,15986,0.176211,17.6057,99.9125,0.05,20,5.675,4.5915,99,5.675,12.3296,1860,99.9125,179.518,3881,99.9125,355.166,2,0.1,0.43589,1,0.05,0.217945,28,0.7125,3.37155,1,0.05,0.217945,356,7468,23006,0.324611,0.04767,1466,13.76,0.039281,1466,13.76,0.039281,4791,30.2372,0.078563,4791,30.2372,0.039281,280,3868,6,40,6.666667,-13,0.028571,1.275835,1,1,0,23.60936,17.967943,196,71,16,71,40,8,16,23,6,45,114,2.53333,26,8,11,2.53333,13,3.16228,2.53333,14,3.4641,4,0,160,0,0,0,1,40
grounded-strips-caldera-split,2,1,0,1146,1,160,7,12181,1,57988,11366,0,11366,39793,25984,872,1744,0,0,10361,126610,733,7,23219,369753,0.031569,15.9246,504.438,0.00955,698,28.09,46.099,371,28.09,32.0968,47312,504.438,2104.98,22567,474.445,1681.73,698,1.26467,26.5145,21316,33.2851,794.347,47312,70.4256,1752.79,21316,33.2851,794.347,1466,40607,306521,0.132477,0.036102,2764,27.6992,0.793037,2764,27.6992,0.793037,11962,111.307,18.6456,11962,111.307,0.793037,714,7459,17,41,2.411765,-19,0.148459,1.6561,0,3.166667,7.080882,0.261515,0.365505,1375,1138945,155,1138945,66,5,26,23,17,61,325,5.32787,20,5,36,5.32787,30,6.63325,5.32787,28,7.48331,?,?,?,?,?,?,?,68
termes,2,3,29,7,0,110,26,7,0,52,1580,6340,7920,9341,232,26,123,25,121,1204,7195,26,25,171,4182,0.152047,24.4561,160.846,0.961538,25,6.57692,5.22695,25,6.57692,5.22695,902,160.846,163.636,1492,160.846,363.984,24,5.61538,3.87375,1346,103.462,249.065,450,126.154,73.7625,1346,103.462,249.065,123,1648,5818,0.283259,0.074636,40,6.44538,0.942866,40,4.73385,0.942866,120,19.3177,2.8286,120,14.1831,0.942866,123,1204,8,63,7.875,-44,0,5.6626,-1,2.12,8.589854,19.036545,26.454319,694,326,82,236,67,15,46,34,8,72,153,2.125,25,24,23,2.125,37,4.79583,2.125,7,2.23607,1,0,26,0,0,0,0,59
grounded-strips-flashfill,2,1,0,2781,1,116,2,26712,1,72031,29345,0,29345,71667,15270,2752,5510,1051,2102,25326,187010,2752,2,50893,431857,0.054074,8.48559,156.925,0.000727,2489,18.4931,89.3536,2223,18.4931,73.0665,32458,156.925,1024.63,10302,156.925,600.931,2489,0.904433,47.4375,10302,3.75872,196.346,31084,11.2951,592.426,10302,3.75872,196.346,5510,40684,370901,0.10969,0.135434,2788,7.38966,0,2788,7.38966,0,15341,26.9715,0.085749,15341,26.9715,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,51,14,51,24,1,9,11,7,21,36,1.71429,15,1,5,1.71429,6,1,1.71429,16,3.4641,?,?,?,?,?,?,?,22
termes,2,3,24,7,0,87,21,7,0,52,1234,4609,5843,6942,178,21,98,20,96,916,5479,21,20,133,3174,0.157895,23.8647,151.143,0.952381,20,6.33333,4.34613,20,6.33333,4.34613,686,151.143,132.325,1132,151.143,301.17,19,5.38095,3.31628,1022,97.2381,207.537,342,118.476,62.5152,1022,97.2381,207.537,98,1252,4414,0.283643,0.078275,40,6.62381,1.03913,40,5.02857,1.03913,120,19.8429,3.1174,120,15.0571,1.03913,98,916,7,51,7.285714,-37,0,5.331845,-1,2.55,7.927641,17.659388,20.977074,420,256,84,196,55,16,42,29,7,62,138,2.22581,22,19,21,2.22581,36,5.09902,2.22581,6,2,1,0,21,0,0,0,0,47
grounded-strips-spider,2,1,0,764,1,93,30,12365,1,61899,13129,0,13129,61991,30924,737,1477,68,139,12321,193364,735,30,47809,675870,0.015374,14.1369,919.551,0.040816,734,65.0136,86.5651,672,65.0136,68.3625,77841,919.551,5204.89,70304,919.453,3984.28,434,5.95646,39.2962,6936,44.5551,512.063,6855,99.1537,608.567,6936,44.5551,512.063,1471,78009,753807,0.103487,0.018857,5468,53.0669,5.52531,5468,52.5676,5.54372,52114,481.615,36.3197,52114,478.119,5.54372,763,12365,13,98,7.538462,-33,0.066841,2.342717,-1,1.466667,0.956847,42.05265,49.012131,2480,2121,215,2089,102,30,87,33,13,274,1753,6.39781,137,33,104,6.39781,129,16.7033,6.39781,38,8.3666,?,?,?,?,?,?,?,101
grounded-strips-settlers,2,1,0,3251,1,1308,8,35452,1,106589,38703,0,38703,107897,54188,3181,6408,147,340,35452,259235,3094,8,97747,1199153,0.031653,12.2679,387.574,0.002586,459,31.2453,69.5628,630,31.2453,68.6452,17706,387.574,2094.7,18861,386.973,2236.13,458,0.167098,8.24501,18718,6.05753,336.457,910,0.318681,16.3674,18718,6.05753,336.457,6224,124330,1321265,0.094099,0.05006,606,19.9657,0.260596,603,19.9293,0.233638,1934,61.9743,1.62648,1928,61.9015,0.233638,?,?,?,?,?,?,?,?,?,?,?,?,?,?,182,18,182,65,7,19,42,12,53,121,2.28302,32,7,14,2.28302,17,3.60555,2.28302,13,3.60555,?,?,?,?,?,?,?,65
termes,2,3,26,7,0,75,17,7,0,52,2524,7803,10327,12808,406,17,168,16,166,1952,11631,17,16,103,6926,0.165049,67.2427,407.412,0.941176,16,6.05882,3.5392,16,6.05882,3.5392,1526,407.412,311.015,2364,407.412,700.847,15,5.11765,2.82598,2282,268.353,506.382,762,317.647,157.588,2282,268.353,506.382,168,2708,9622,0.281438,0.062038,112,12.2029,6.16326,112,12.2029,6.16326,336,36.3412,18.718,336,36.3412,6.16326,168,1952,10,40,4,-34,0,3.724117,-1,1.9375,8.295094,7.402152,17.480532,801,1533,11,380,51,1,20,19,10,37,127,3.43243,4,15,18,3.43243,17,4.24264,3.43243,22,5.65685,1,0,17,0,0,0,0,40
termes,2,3,23,7,0,72,17,7,0,52,1744,5592,7336,9001,271,17,123,16,121,1322,7887,17,16,103,4658,0.165049,45.2233,274,0.941176,16,6.05882,3.5392,16,6.05882,3.5392,1022,274,207.882,1608,274,473.144,15,5.11765,2.82598,1526,179.412,338.607,510,213.882,105.381,1526,179.412,338.607,123,1826,6472,0.282138,0.06736,76,10.0578,2.16855,76,10.0578,2.16855,228,30.1292,6.50566,228,30.1292,2.16855,123,1322,7,28,4,-22,0,2.828427,-1,1.3125,5.370274,6.860061,10.400908,269,280,16,137,36,2,24,18,7,41,106,2.58537,7,15,19,2.58537,20,3.31662,2.58537,16,4,1,0,17,0,0,0,0,38
termes,2,3,21,7,0,70,17,7,0,52,1224,4118,5342,6463,181,17,93,16,91,902,5391,17,16,103,3146,0.165049,30.5437,185.059,0.941176,16,6.05882,3.5392,16,6.05882,3.5392,686,185.059,139.13,1104,185.059,321.397,15,5.11765,2.82598,1022,120.118,226.759,342,144.706,70.5839,1022,120.118,226.759,93,1238,4372,0.283166,0.075121,52,7.66324,2.73923,52,7.66324,2.73923,156,22.5574,8.44595,156,22.5574,2.73923,93,902,5,20,4,-12,0,1.831622,-1,0.625,2.997395,4.739468,4.946785,94,59,11,41,21,2,13,11,5,30,41,1.36667,6,15,9,1.36667,10,1.73205,1.36667,11,2.44949,1,0,17,0,0,0,0,19
